"Unnamed: 0","date","home_team","away_team","home_score","away_score","tournament"
7498,"1970-03-01","Mexico","Sweden",0,1,"Friendly"
7499,"1970-03-04","Brazil","Argentina",0,2,"Friendly"
7500,"1970-03-05","Peru","Mexico",0,1,"Friendly"
7501,"1970-03-08","Brazil","Argentina",2,1,"Friendly"
7502,"1970-03-08","Peru","Mexico",1,0,"Friendly"
7503,"1970-03-15","Mexico","Peru",3,1,"Friendly"
7504,"1970-03-18","Mexico","Peru",3,3,"Friendly"
7505,"1970-03-22","Brazil","Chile",5,0,"Friendly"
7506,"1970-03-22","Burkina Faso","Niger",3,3,"Friendly"
7507,"1970-03-22","Ethiopia","Israel",1,5,"Friendly"
7508,"1970-03-22","Guinea","Ivory Coast",4,2,"Friendly"
7509,"1970-03-26","Brazil","Chile",2,1,"Friendly"
7510,"1970-03-26","Guinea","Mali",2,1,"Friendly"
7511,"1970-03-27","Bahrain","Qatar",2,1,"Gulf Cup"
7512,"1970-03-28","Saudi Arabia","Kuwait",1,3,"Gulf Cup"
7513,"1970-03-30","Bahrain","Saudi Arabia",0,0,"Gulf Cup"
7514,"1970-03-31","Kuwait","Qatar",4,2,"Gulf Cup"
7515,"1970-03-31","Uruguay","Peru",2,0,"Friendly"
7516,"1970-04-02","Saudi Arabia","Qatar",1,1,"Gulf Cup"
7517,"1970-04-03","Bahrain","Kuwait",1,3,"Gulf Cup"
7518,"1970-04-08","Argentina","Uruguay",2,1,"Friendly"
7519,"1970-04-08","France","Bulgaria",1,1,"Friendly"
7520,"1970-04-08","Germany","Romania",1,1,"Friendly"
7521,"1970-04-08","Yugoslavia","Austria",1,1,"Friendly"
7522,"1970-04-12","Austria","Czechoslovakia",1,3,"Friendly"
7523,"1970-04-12","Brazil","Paraguay",0,0,"Friendly"
7524,"1970-04-12","Yugoslavia","Hungary",2,2,"Friendly"
7525,"1970-04-14","Haiti","Bermuda",1,1,"Friendly"
7526,"1970-04-15","Ghana","Ivory Coast",3,0,"Friendly"
7527,"1970-04-15","Uruguay","Argentina",2,1,"Friendly"
7528,"1970-04-18","Northern Ireland","Scotland",0,1,"British Home Championship"
7529,"1970-04-18","Wales","England",1,1,"British Home Championship"
7530,"1970-04-19","Ghana","Ivory Coast",1,1,"Friendly"
7531,"1970-04-21","England","Northern Ireland",3,1,"British Home Championship"
7532,"1970-04-21","Peru","El Salvador",3,0,"Friendly"
7533,"1970-04-22","Scotland","Wales",0,0,"British Home Championship"
7534,"1970-04-22","Switzerland","Spain",0,1,"Friendly"
7535,"1970-04-25","Scotland","England",0,0,"British Home Championship"
7536,"1970-04-25","Wales","Northern Ireland",1,0,"British Home Championship"
7537,"1970-04-28","France","Romania",2,0,"Friendly"
7538,"1970-04-29","Brazil","Austria",1,0,"Friendly"
7539,"1970-04-29","Mexico","Ecuador",4,2,"Friendly"
7540,"1970-05-02","Hungary","Poland",2,0,"Friendly"
7541,"1970-05-03","Switzerland","France",2,1,"Friendly"
7542,"1970-05-05","Bulgaria","Russia",3,3,"Friendly"
7543,"1970-05-06","Bulgaria","Russia",0,0,"Friendly"
7544,"1970-05-06","Poland","Republic of Ireland",2,1,"Friendly"
7545,"1970-05-06","Romania","Yugoslavia",0,0,"Friendly"
7546,"1970-05-09","Germany","Republic of Ireland",2,1,"Friendly"
7547,"1970-05-09","Luxembourg","Czechoslovakia",0,1,"Friendly"
7548,"1970-05-10","Portugal","Italy",1,2,"Friendly"
7549,"1970-05-13","Germany","Yugoslavia",1,0,"Friendly"
7550,"1970-05-13","Norway","Czechoslovakia",0,2,"Friendly"
7551,"1970-05-14","Guinea","Senegal",3,1,"Friendly"
7552,"1970-05-16","Hungary","Sweden",1,2,"Friendly"
7553,"1970-05-16","Poland","German DR",1,1,"Friendly"
7554,"1970-05-17","Guinea","Senegal",4,0,"Friendly"
7555,"1970-05-19","Denmark","Poland",0,2,"Friendly"
7556,"1970-05-20","Colombia","England",0,4,"Friendly"
7557,"1970-05-24","Ecuador","England",0,2,"Friendly"
7558,"1970-05-31","Mexico","Russia",0,0,"FIFA World Cup"
7559,"1970-06-02","Bulgaria","Peru",2,3,"FIFA World Cup"
7560,"1970-06-02","England","Romania",1,0,"FIFA World Cup"
7561,"1970-06-02","Israel","Uruguay",0,2,"FIFA World Cup"
7562,"1970-06-03","Belgium","El Salvador",3,0,"FIFA World Cup"
7563,"1970-06-03","Brazil","Czechoslovakia",4,1,"FIFA World Cup"
7564,"1970-06-03","Finland","Denmark",1,1,"Nordic Championship"
7565,"1970-06-03","Germany","Morocco",2,1,"FIFA World Cup"
7566,"1970-06-03","Italy","Sweden",1,0,"FIFA World Cup"
7567,"1970-06-06","Belgium","Russia",1,4,"FIFA World Cup"
7568,"1970-06-06","Czechoslovakia","Romania",1,2,"FIFA World Cup"
7569,"1970-06-06","Italy","Uruguay",0,0,"FIFA World Cup"
7570,"1970-06-06","Morocco","Peru",0,3,"FIFA World Cup"
7571,"1970-06-06","Uganda","Tanzania",1,1,"Friendly"
7572,"1970-06-07","Brazil","England",1,0,"FIFA World Cup"
7573,"1970-06-07","Bulgaria","Germany",2,5,"FIFA World Cup"
7574,"1970-06-07","Israel","Sweden",1,1,"FIFA World Cup"
7575,"1970-06-07","Mexico","El Salvador",4,0,"FIFA World Cup"
7576,"1970-06-10","Brazil","Romania",3,2,"FIFA World Cup"
7577,"1970-06-10","El Salvador","Russia",0,2,"FIFA World Cup"
7578,"1970-06-10","Germany","Peru",3,1,"FIFA World Cup"
7579,"1970-06-10","Sweden","Uruguay",1,0,"FIFA World Cup"
7580,"1970-06-11","Bulgaria","Morocco",1,1,"FIFA World Cup"
7581,"1970-06-11","Czechoslovakia","England",0,1,"FIFA World Cup"
7582,"1970-06-11","Israel","Italy",0,0,"FIFA World Cup"
7583,"1970-06-11","Mexico","Belgium",1,0,"FIFA World Cup"
7584,"1970-06-13","Honduras","Panama",1,0,"Friendly"
7585,"1970-06-14","Brazil","Peru",4,2,"FIFA World Cup"
7586,"1970-06-14","England","Germany",2,3,"FIFA World Cup"
7587,"1970-06-14","Mexico","Italy",1,4,"FIFA World Cup"
7588,"1970-06-14","Russia","Uruguay",0,1,"FIFA World Cup"
7589,"1970-06-17","Brazil","Uruguay",3,1,"FIFA World Cup"
7590,"1970-06-17","Germany","Italy",3,4,"FIFA World Cup"
7591,"1970-06-17","Norway","Finland",2,0,"Nordic Championship"
7592,"1970-06-20","Germany","Uruguay",1,0,"FIFA World Cup"
7593,"1970-06-20","Malaysia","Singapore",5,0,"Indonesia Tournament"
7594,"1970-06-21","Brazil","Italy",4,1,"FIFA World Cup"
7595,"1970-06-21","Indonesia","Hong Kong",2,1,"Indonesia Tournament"
7596,"1970-06-21","South Korea","Singapore",8,0,"Indonesia Tournament"
7597,"1970-06-23","Indonesia","Western Australia",3,1,"Indonesia Tournament"
7598,"1970-06-23","South Korea","Malaysia",0,1,"Indonesia Tournament"
7599,"1970-06-24","Hong Kong","Western Australia",3,1,"Indonesia Tournament"
7600,"1970-06-25","Sweden","Denmark",1,1,"Nordic Championship"
7601,"1970-06-26","Hong Kong","Malaysia",1,1,"Indonesia Tournament"
7602,"1970-06-26","Indonesia","South Korea",2,2,"Indonesia Tournament"
7603,"1970-06-27","Indonesia","Hong Kong",3,2,"Indonesia Tournament"
7604,"1970-06-28","South Korea","Malaysia",0,2,"Indonesia Tournament"
7605,"1970-06-30","DR Congo","Sudan",3,0,"Friendly"
7606,"1970-07-06","Malawi","Mauritius",1,0,"Friendly"
7607,"1970-07-07","Iceland","Denmark",0,0,"Friendly"
7608,"1970-07-09","Malawi","Mauritius",0,0,"Friendly"
7609,"1970-07-11","Gabon","Cameroon",1,1,"Friendly"
7610,"1970-07-11","Tahiti","New Caledonia",3,1,"Friendly"
7611,"1970-07-18","Tahiti","New Caledonia",0,2,"Friendly"
7612,"1970-07-20","Iceland","Norway",2,0,"Friendly"
7613,"1970-07-22","Poland","Iraq",2,0,"Friendly"
7614,"1970-07-26","German DR","Iraq",5,0,"Friendly"
7615,"1970-07-26","Ivory Coast","Guinea",3,2,"Friendly"
7616,"1970-07-30","India","Taiwan",0,1,"Merdeka Tournament"
7617,"1970-07-30","Malaysia","Vietnam Republic",0,0,"Merdeka Tournament"
7618,"1970-07-31","Hong Kong","Japan",2,1,"Merdeka Tournament"
7619,"1970-07-31","South Korea","Thailand",0,0,"Merdeka Tournament"
7620,"1970-08-01","Myanmar","Western Australia",1,0,"Merdeka Tournament"
7621,"1970-08-01","Taiwan","Vietnam Republic",2,1,"Merdeka Tournament"
7622,"1970-08-01","Malaysia","India",1,3,"Merdeka Tournament"
7623,"1970-08-01","Cameroon","Gabon",0,3,"Friendly"
7624,"1970-08-01","Indonesia","Singapore",3,1,"Merdeka Tournament"
7625,"1970-08-02","Hong Kong","Thailand",2,0,"Merdeka Tournament"
7626,"1970-08-02","Japan","South Korea",1,1,"Merdeka Tournament"
7627,"1970-08-03","Myanmar","India",2,0,"Merdeka Tournament"
7628,"1970-08-03","Vietnam Republic","Western Australia",1,3,"Merdeka Tournament"
7629,"1970-08-04","Malaysia","Taiwan",3,1,"Merdeka Tournament"
7630,"1970-08-04","Hong Kong","Indonesia",1,3,"Merdeka Tournament"
7631,"1970-08-04","Japan","Thailand",0,0,"Merdeka Tournament"
7632,"1970-08-04","South Korea","Singapore",4,0,"Merdeka Tournament"
7633,"1970-08-05","Myanmar","Vietnam Republic",4,2,"Merdeka Tournament"
7634,"1970-08-05","India","Western Australia",2,0,"Merdeka Tournament"
7635,"1970-08-06","Hong Kong","Singapore",3,2,"Merdeka Tournament"
7636,"1970-08-06","Indonesia","South Korea",1,2,"Merdeka Tournament"
7637,"1970-08-07","Myanmar","Taiwan",1,1,"Merdeka Tournament"
7638,"1970-08-07","Malaysia","Western Australia",4,1,"Merdeka Tournament"
7639,"1970-08-08","Indonesia","Japan",3,4,"Merdeka Tournament"
7640,"1970-08-08","Malawi","Lesotho",1,2,"Friendly"
7641,"1970-08-08","Singapore","Thailand",4,5,"Merdeka Tournament"
7642,"1970-08-09","Hong Kong","South Korea",0,0,"Merdeka Tournament"
7643,"1970-08-09","India","Vietnam Republic",2,1,"Merdeka Tournament"
7644,"1970-08-09","Taiwan","Western Australia",1,3,"Merdeka Tournament"
7645,"1970-08-09","Malaysia","Myanmar",1,2,"Merdeka Tournament"
7646,"1970-08-10","Indonesia","Thailand",6,3,"Merdeka Tournament"
7647,"1970-08-10","Japan","Singapore",4,0,"Merdeka Tournament"
7648,"1970-08-10","Malawi","Lesotho",6,1,"Friendly"
7649,"1970-08-12","Myanmar","Hong Kong",5,0,"Merdeka Tournament"
7650,"1970-08-12","Thailand","Western Australia",2,0,"Merdeka Tournament"
7651,"1970-08-13","India","South Korea",2,3,"Merdeka Tournament"
7652,"1970-08-13","Singapore","Vietnam Republic",0,4,"Merdeka Tournament"
7653,"1970-08-15","Hong Kong","India",2,3,"Merdeka Tournament"
7654,"1970-08-15","Malaysia","Indonesia",4,0,"Merdeka Tournament"
7655,"1970-08-16","Myanmar","South Korea",0,1,"Merdeka Tournament"
7656,"1970-08-16","Japan","Taiwan",3,2,"Merdeka Tournament"
7657,"1970-08-19","Singapore","India",3,8,"Friendly"
7658,"1970-08-26","Finland","Sweden",1,2,"Nordic Championship"
7659,"1970-09-01","Libya","Tunisia",2,2,"Friendly"
7660,"1970-09-02","Poland","Denmark",5,0,"Friendly"
7661,"1970-09-04","Libya","Tunisia",3,2,"Friendly"
7662,"1970-09-05","France","Czechoslovakia",3,0,"Friendly"
7663,"1970-09-06","German DR","Poland",5,0,"Friendly"
7664,"1970-09-06","Iran","Pakistan",7,0,"Friendly"
7665,"1970-09-09","Germany","Hungary",3,1,"Friendly"
7666,"1970-09-09","Pakistan","Turkey",1,3,"Friendly"
7667,"1970-09-10","Austria","Yugoslavia",0,1,"Friendly"
7668,"1970-09-11","Iran","Turkey",1,1,"Friendly"
7669,"1970-09-20","North Vietnam","Cuba",2,1,"Friendly"
7670,"1970-09-23","Denmark","Norway",0,1,"Nordic Championship"
7671,"1970-09-23","Republic of Ireland","Poland",0,2,"Friendly"
7672,"1970-09-24","Tunisia","Libya",2,0,"Friendly"
7673,"1970-09-26","Zanzibar","Uganda",0,1,"Friendly"
7674,"1970-09-27","Hungary","Austria",1,1,"Friendly"
7675,"1970-09-27","Tanzania","Kenya",2,0,"Friendly"
7676,"1970-09-29","Kenya","Uganda",1,2,"Friendly"
7677,"1970-09-30","Brazil","Mexico",2,1,"Friendly"
7678,"1970-09-30","Zanzibar","Tanzania",1,2,"Friendly"
7679,"1970-10-02","Tanzania","Uganda",1,4,"Friendly"
7680,"1970-10-03","Zanzibar","Kenya",3,2,"Friendly"
7681,"1970-10-04","Chile","Brazil",1,5,"Friendly"
7682,"1970-10-04","Suriname","Trinidad and Tobago",3,2,"Friendly"
7683,"1970-10-07","Austria","France",1,0,"Friendly"
7684,"1970-10-07","Curaçao","Trinidad and Tobago",1,1,"Friendly"
7685,"1970-10-07","Czechoslovakia","Finland",1,1,"UEFA Euro qualification"
7686,"1970-10-07","Norway","Hungary",1,3,"UEFA Euro qualification"
7687,"1970-10-08","Guyana","Trinidad and Tobago",1,1,"Friendly"
7688,"1970-10-09","Suriname","Curaçao",5,1,"Friendly"
7689,"1970-10-10","Guyana","Trinidad and Tobago",1,1,"Friendly"
7690,"1970-10-11","Malta","Greece",1,1,"UEFA Euro qualification"
7691,"1970-10-11","Netherlands","Yugoslavia",1,1,"UEFA Euro qualification"
7692,"1970-10-11","Romania","Finland",3,0,"UEFA Euro qualification"
7693,"1970-10-11","Sierra Leone","Senegal",1,0,"Friendly"
7694,"1970-10-14","Denmark","Portugal",0,1,"UEFA Euro qualification"
7695,"1970-10-14","Republic of Ireland","Sweden",1,1,"UEFA Euro qualification"
7696,"1970-10-14","Luxembourg","Yugoslavia",0,2,"UEFA Euro qualification"
7697,"1970-10-14","Poland","Albania",3,0,"UEFA Euro qualification"
7698,"1970-10-17","Germany","Turkey",1,1,"UEFA Euro qualification"
7699,"1970-10-17","Switzerland","Italy",1,1,"Friendly"
7700,"1970-10-17","Tanzania","Zambia",1,1,"African Cup of Nations qualification"
7701,"1970-10-18","Ivory Coast","Senegal",0,1,"Friendly"
7702,"1970-10-22","Paraguay","Argentina",1,1,"Friendly"
7703,"1970-10-23","New Caledonia","Australia",1,3,"Friendly"
7704,"1970-10-25","Czechoslovakia","Poland",2,2,"Friendly"
7705,"1970-10-25","New Caledonia","Australia",0,1,"Friendly"
7706,"1970-10-25","Togo","Senegal",3,0,"Friendly"
7707,"1970-10-28","Russia","Yugoslavia",4,0,"Friendly"
7708,"1970-10-28","Spain","Greece",2,1,"Friendly"
7709,"1970-10-28","Sweden","Republic of Ireland",1,0,"UEFA Euro qualification"
7710,"1970-10-29","Indonesia","Thailand",1,2,"Vietnam Independence Cup"
7711,"1970-10-29","Vietnam Republic","Malaysia",1,1,"Vietnam Independence Cup"
7712,"1970-10-30","Macau","Australia",0,9,"Friendly"
7713,"1970-10-31","Austria","Italy",1,2,"UEFA Euro qualification"
7714,"1970-10-31","Malaysia","Thailand",1,4,"Vietnam Independence Cup"
7715,"1970-10-31","Vietnam Republic","Indonesia",3,1,"Vietnam Independence Cup"
7716,"1970-11-01","Benin","Congo",3,2,"Friendly"
7717,"1970-11-01","Indonesia","Malaysia",1,3,"Vietnam Independence Cup"
7718,"1970-11-01","Sierra Leone","Guinea",1,2,"Friendly"
7719,"1970-11-01","Vietnam Republic","Thailand",1,0,"Vietnam Independence Cup"
7720,"1970-11-01","Zambia","Tanzania",5,1,"African Cup of Nations qualification"
7721,"1970-11-04","Iran","Australia",1,2,"Friendly"
7722,"1970-11-08","Gabon","Ivory Coast",1,2,"African Cup of Nations qualification"
7723,"1970-11-08","Hong Kong","Singapore",0,1,"King's Cup"
7724,"1970-11-08","Nigeria","Congo",0,0,"African Cup of Nations qualification"
7725,"1970-11-08","Thailand","Laos",1,0,"King's Cup"
7726,"1970-11-08","Togo","Benin",2,1,"African Cup of Nations qualification"
7727,"1970-11-08","Uganda","DR Congo",1,4,"African Cup of Nations qualification"
7728,"1970-11-09","Cambodia","Malaysia",1,1,"King's Cup"
7729,"1970-11-10","Hong Kong","South Korea",0,3,"King's Cup"
7730,"1970-11-10","Thailand","Singapore",3,1,"King's Cup"
7731,"1970-11-11","France","Norway",3,1,"UEFA Euro qualification"
7732,"1970-11-11","German DR","Netherlands",1,0,"UEFA Euro qualification"
7733,"1970-11-11","Indonesia","Vietnam Republic",5,3,"King's Cup"
7734,"1970-11-11","Scotland","Denmark",1,0,"UEFA Euro qualification"
7735,"1970-11-11","Spain","Northern Ireland",3,0,"UEFA Euro qualification"
7736,"1970-11-11","Suriname","French Guiana",3,2,"Friendly"
7737,"1970-11-11","Wales","Romania",0,0,"UEFA Euro qualification"
7738,"1970-11-12","South Korea","Laos",4,0,"King's Cup"
7739,"1970-11-12","Thailand","Hong Kong",2,1,"King's Cup"
7740,"1970-11-13","Cambodia","Vietnam Republic",2,2,"King's Cup"
7741,"1970-11-13","Indonesia","Malaysia",3,0,"King's Cup"
7742,"1970-11-14","Laos","Singapore",3,0,"King's Cup"
7743,"1970-11-14","Thailand","South Korea",0,0,"King's Cup"
7744,"1970-11-15","Belgium","France",1,2,"Friendly"
7745,"1970-11-15","Bulgaria","Norway",1,1,"UEFA Euro qualification"
7746,"1970-11-15","Cyprus","Russia",1,3,"UEFA Euro qualification"
7747,"1970-11-15","Guinea","Senegal",1,0,"Friendly"
7748,"1970-11-15","Indonesia","Cambodia",4,1,"King's Cup"
7749,"1970-11-15","Luxembourg","German DR",0,5,"UEFA Euro qualification"
7750,"1970-11-15","Madagascar","Mauritius",2,1,"African Cup of Nations qualification"
7751,"1970-11-15","Malaysia","Vietnam Republic",2,1,"King's Cup"
7752,"1970-11-15","Switzerland","Hungary",0,1,"Friendly"
7753,"1970-11-16","Hong Kong","Laos",4,2,"King's Cup"
7754,"1970-11-16","South Korea","Singapore",4,0,"King's Cup"
7755,"1970-11-18","South Korea","Malaysia",2,0,"King's Cup"
7756,"1970-11-18","Thailand","Indonesia",2,1,"King's Cup"
7757,"1970-11-18","Yugoslavia","Germany",2,0,"Friendly"
7758,"1970-11-20","Indonesia","Malaysia",1,3,"King's Cup"
7759,"1970-11-20","Thailand","South Korea",0,1,"King's Cup"
7760,"1970-11-21","Dominica","Saint Lucia",1,1,"Windward Islands Tournament"
7761,"1970-11-22","Kenya","Ethiopia",2,0,"African Cup of Nations qualification"
7762,"1970-11-22","Benin","Togo",0,0,"African Cup of Nations qualification"
7763,"1970-11-22","Congo","Nigeria",2,1,"African Cup of Nations qualification"
7764,"1970-11-22","Greece","Germany",1,3,"Friendly"
7765,"1970-11-22","Grenada","Saint Vincent and the Grenadines",5,3,"Windward Islands Tournament"
7766,"1970-11-22","Ivory Coast","Gabon",1,0,"African Cup of Nations qualification"
7767,"1970-11-24","DR Congo","Uganda",1,0,"African Cup of Nations qualification"
7768,"1970-11-24","Dominica","Saint Vincent and the Grenadines",0,1,"Windward Islands Tournament"
7769,"1970-11-25","Belgium","Denmark",2,0,"UEFA Euro qualification"
7770,"1970-11-25","England","German DR",3,1,"Friendly"
7771,"1970-11-25","Grenada","Saint Lucia",6,1,"Windward Islands Tournament"
7772,"1970-11-27","Grenada","Dominica",2,1,"Windward Islands Tournament"
7773,"1970-11-29","Mauritius","Madagascar",4,1,"African Cup of Nations qualification"
7774,"1970-12-02","Netherlands","Romania",2,0,"Friendly"
7775,"1970-12-08","Italy","Republic of Ireland",3,0,"UEFA Euro qualification"
7776,"1970-12-09","Greece","Cyprus",1,1,"Friendly"
7777,"1970-12-10","Algeria","Morocco",3,1,"African Cup of Nations qualification"
7778,"1970-12-12","Niger","Mali",0,1,"African Cup of Nations qualification"
7779,"1970-12-13","Turkey","Albania",2,1,"UEFA Euro qualification"
7780,"1970-12-15","Ethiopia","Kenya",0,1,"African Cup of Nations qualification"
7781,"1970-12-16","Greece","Switzerland",0,1,"UEFA Euro qualification"
7782,"1970-12-19","Senegal","Malawi",4,1,"Friendly"
7783,"1970-12-20","Malta","Switzerland",1,2,"UEFA Euro qualification"
7784,"1970-12-27","Libya","Egypt",0,1,"African Cup of Nations qualification"
7785,"1970-12-27","Mali","Niger",3,1,"African Cup of Nations qualification"
7786,"1970-12-27","Morocco","Algeria",3,0,"African Cup of Nations qualification"
7787,"1971-01-03","Egypt","Libya",2,1,"African Cup of Nations qualification"
7788,"1971-01-08","Argentina","France",3,4,"Friendly"
7789,"1971-01-10","Ghana","DR Congo",1,1,"Friendly"
7790,"1971-01-13","Argentina","France",2,0,"Friendly"
7791,"1971-01-28","Kuwait","Iraq",0,2,"Friendly"
7792,"1971-01-31","Ghana","Sierra Leone",1,2,"Friendly"
7793,"1971-02-02","Chile","German DR",0,1,"Friendly"
7794,"1971-02-03","Belgium","Scotland",3,0,"UEFA Euro qualification"
7795,"1971-02-03","Cyprus","Northern Ireland",0,3,"UEFA Euro qualification"
7796,"1971-02-03","Malta","England",0,1,"UEFA Euro qualification"
7797,"1971-02-07","Ghana","Sierra Leone",1,2,"Friendly"
7798,"1971-02-08","Uruguay","German DR",0,3,"Friendly"
7799,"1971-02-10","Uruguay","German DR",1,1,"Friendly"
7800,"1971-02-13","Nigeria","Sierra Leone",1,0,"Friendly"
7801,"1971-02-17","Albania","Germany",0,1,"UEFA Euro qualification"
7802,"1971-02-17","Belgium","Portugal",3,0,"UEFA Euro qualification"
7803,"1971-02-17","Mexico","Russia",0,0,"Friendly"
7804,"1971-02-20","Italy","Spain",1,2,"Friendly"
7805,"1971-02-20","Mexico","Russia",0,0,"Friendly"
7806,"1971-02-21","Basque Country","Catalonia",1,2,"Friendly"
7807,"1971-02-24","Netherlands","Luxembourg",6,0,"UEFA Euro qualification"
7808,"1971-02-28","El Salvador","Russia",0,1,"Friendly"
7809,"1971-03-01","Madagascar","Liberia",2,1,"Friendly"
7810,"1971-03-04","Cameroon","Senegal",1,1,"Friendly"
7811,"1971-03-07","Cameroon","Senegal",1,2,"Friendly"
7812,"1971-03-07","Lesotho","Madagascar",1,2,"Friendly"
7813,"1971-03-10","Senegal","Cameroon",3,0,"Friendly"
7814,"1971-03-14","Cameroon","Congo",7,1,"Friendly"
7815,"1971-03-17","Spain","France",2,2,"Friendly"
7816,"1971-03-18","Malawi","Zambia",5,4,"Friendly"
7817,"1971-03-20","Malawi","Zambia",1,3,"Friendly"
7818,"1971-03-23","Malawi","Zambia",0,3,"Friendly"
7819,"1971-03-24","Togo","Liberia",0,2,"Friendly"
7820,"1971-03-28","Madagascar","Mauritius",3,0,"Friendly"
